smiles,IE
c1(cc(ccn1)c1ccncc1CC)CC,5.630231293
c1cc(ccn1)c1cc(ncc1CC)C,5.344414035
c1ccc(cc1)C1=COC=C[C@H]1N,4.270483543
C/N=c/1\oncc(F)c1,6.592168646
CNc1c(ccc2c1ONO2)N(=O)=O,4.377785633
c1c(c2c(cc1)C(=O)c1c(C2=O)c(ccc1)CC)CC,5.474162738
COCCOCCOc1cscc1OCCOC,4.30941219
Cc1c(N)nnoc1=N,6.056886278
C#CN1Oc2cccc(c2O1)/N=C(/C)\O,4.389777379
c1c(cc2c(c1F)ONO2)C(Br)(Br)Br,4.806590881
C=C[C@@H]1CCC[C@@H]1c1ccccc1,5.033002264
CC1=C(F)S[C](C2=[S]C=CS2)S1,3.289506507
C=Cc1c(F)nccn1,5.382118809
C(#N)C1=COC(=CO1)C(Cl)(Cl)Cl,5.066728102
[C@H](C)(O)c1ccc(cc1)C#N,5.657659481
CN(C)c1ccsc1OC,3.222193936
C(c1ccccc1)(c1ccccc1)Sc1ccccc1,4.49881115
C(N1[Si]N(CC1)C(C)(C)C)(C)(C)C,3.961311615
CNc1cc(cc2c1ONO2)N,3.52604187
Cc1c(F)c(=O)[nH]nc1,6.865362172
C(=O)(CCC(=O)C)C1CCCCC1,5.353470482
CC(=O)c1c(c(=c2ccn(C)cc2)ccn1C)OC,2.141952188
CNc1cn(C)cc1N(=O)=O,3.833447714
Cn1ccc(=c2ccn(cc2Cl)CC(Cl)(Cl)Cl)cc1,2.194289546
Cc1ccc(C(=O)O)s1,5.136778267
c1cc(ccn1)c1c(cnc(c1)CC)CC,5.282362292
Oc1c(O)cc([nH]1)C=O,5.489265453
CN(C)c1cc(cs1)c1ccccc1,3.47159927
C#Cc1c(ccc2c1[nH]s[nH]2)O,3.41391413
c1ccc(cc1)C1=C(F)S[C](C2=[S]C=CS2)S1,3.336493024
CN(C)c1ccc2c(c1)[nH]sn2OCCOCCOCCOC,3.588603758
C=Cc1ccsc1c1ccccc1,4.342265881
C#CC1=CCC(=CO1)C(=O)O,5.005430289
C1C[C@H](C[C@@H]1C(Cl)(Cl)Cl)N(=O)=O,7.171115431
c1cc2c(c(c1C(F)(F)F)Cl)ONO2,4.896251346
OC1=N[N]N[C]1N1CC1,5.571582718
CNc1cccc2c1ON(C(=O)O)O2,4.174412863
